Location	Zip Code	Year 1	Year 2	Year 3	Year 4	Year 5
Location-1442	22659	46.8	28.8	11.2	39.6	27.3
Location-1443	65926	25.8	36.5	24.1	20.8	49.1
Location-1444	90948	6.2	22.2	14.2	41.8	6.2
Location-1445	78964	14.0	21.1	15.9	25.0	20.2
Location-1446	71235	26.8	29.4	7.9	27.3	36.1
Location-1447	97460	13.2	37.0	21.8	36.9	10.5
Location-1448	89517	43.8	43.5	15.6	35.6	39.4
Location-145	39639	19.1	27.7	24.7	44.4	28.7
Location-1450	21987	18.0	29.4	15.6	44.2	27.6
Location-1451	19475	44.0	50.0	31.3	33.6	35.0
Location-1452	38422	32.7	23.2	19.5	29.9	2.0
Location-1453	31311	47.2	9.9	31.3	15.2	7.9
Location-1454	99096	5.8	18.8	44.8	5.0	9.1
Location-1456	59188	22.5	14.9	27.7	8.7	4.9
Location-1457	14600	44.6	1.9	25.1	9.3	34.7
Location-1458	36331	13.2	5.7	36.1	25.8	45.1
Location-1459	57314	10.8	13.9	8.6	6.9	39.7
Location-146	65746	20.1	7.8	22.3	17.8	13.6
Location-1460	26164	49.3	18.1	5.5	3.4	19.0
Location-1461	31026	35.4	8.2	17.0	23.4	15.7
Location-1462	89518	36.3	28.7	44.4	8.5	37.3
Location-1463	10417	23.7	30.0	29.5	12.8	12.1
Location-1464	69607	3.9	21.9	41.9	12.2	30.8
Location-1465	46555	14.7	46.7	10.9	27.3	28.0
Location-1466	64259	8.7	7.0	10.3	10.7	21.3
Location-1467	10438	12.9	11.7	17.9	37.3	46.8
Location-1468	56253	46.8	2.2	12.0	20.9	45.6
Location-1469	43907	13.6	7.9	30.9	18.9	40.8
Location-147	75753	16.9	5.3	41.4	1.5	22.2
Location-1470	61291	34.2	20.5	33.4	31.0	10.8
Location-1471	90829	11.5	15.0	12.9	9.3	15.0
Location-1472	83665	9.0	28.6	12.3	43.3	47.4
Location-1473	91130	43.2	47.0	10.6	20.9	11.4
Location-1475	91917	10.7	43.2	5.1	26.9	25.5
Location-1476	36918	34.2	6.6	30.6	27.6	35.0
Location-1477	52331	42.2	7.5	46.7	47.2	36.1
Location-1478	29732	46.7	12.3	18.3	34.1	15.7
Location-1479	76579	34.3	19.3	7.1	44.7	35.4
Location-148	25427	45.8	40.6	48.4	20.3	5.8
Location-1480	22124	36.7	31.0	2.4	38.2	30.0
Location-1481	65414	10.7	40.3	26.7	43.8	40.7
Location-1482	47137	28.1	20.5	14.3	23.7	28.4
Location-1483	91814	36.0	12.4	15.6	9.3	22.4
Location-1484	78917	42.7	32.0	35.3	44.6	41.1
Location-1485	29759	38.2	29.1	2.0	20.2	13.9
Location-1486	80095	13.3	46.3	5.6	21.0	25.2
Location-1487	11343	29.2	15.0	10.7	25.2	46.9
Location-1488	29488	12.5	41.5	11.0	20.7	1.2
Location-1489	28168	7.6	10.1	35.6	20.0	15.6
Location-149	15607	36.4	33.3	34.9	33.9	37.4
Location-1490	95984	5.1	37.2	10.1	17.1	33.6
Location-1491	45632	14.7	28.1	5.6	28.2	17.0
Location-1492	71987	38.8	33.3	26.8	37.9	10.9
Location-1493	76596	22.6	7.3	29.9	3.5	27.4
Location-1494	52300	20.8	48.2	27.5	6.6	46.1
Location-1495	42575	1.0	11.5	46.3	5.3	36.6
Location-1497	13085	26.5	37.0	45.6	5.3	42.2
Location-1498	12433	17.2	11.6	49.3	32.5	45.1
Location-1499	74062	21.5	40.5	14.4	27.6	42.0
Location-15	40413	19.3	35.0	18.3	38.0	41.8
Location-150	98794	47.1	45.8	13.7	48.6	27.0
Location-1500	67986	24.9	31.7	16.5	12.5	33.9
Location-1502	59432	16.7	9.9	47.1	45.2	8.2
Location-1503	26269	11.9	39.6	36.9	31.9	28.0
Location-1504	54371	11.4	31.7	36.7	17.8	29.3
Location-1505	56754	38.0	4.6	48.9	41.7	17.8
Location-1507	55659	40.2	3.9	38.8	31.0	36.9
Location-1508	83371	48.3	28.4	3.3	18.4	33.5
Location-1509	33310	15.8	45.8	10.3	23.9	15.5
Location-151	78787	18.4	45.9	5.2	22.0	4.3
Location-1510	72077	9.9	45.0	21.8	5.2	7.0
Location-1511	37415	49.0	46.0	43.9	44.2	20.4
Location-1512	32439	23.6	44.9	11.0	4.6	18.3
Location-1513	31616	45.7	17.5	6.5	24.8	49.3
Location-1514	29686	18.1	2.6	12.1	18.9	23.2
Location-1515	20967	7.7	31.5	34.5	6.6	2.9
Location-1516	85564	36.7	44.3	4.2	30.9	27.0
Location-1517	75946	18.3	46.3	26.3	4.7	28.1
Location-1518	16272	28.5	43.2	40.0	15.7	29.0
Location-1519	91657	33.8	45.8	49.9	32.4	30.3
Location-152	79282	17.2	19.4	6.5	28.0	3.4
Location-1520	80738	35.9	30.2	47.5	46.6	28.2
Location-1521	20909	48.7	8.6	3.5	12.9	37.2
Location-1522	73635	49.5	25.0	21.2	40.4	35.0
Location-1523	58230	19.7	8.7	42.5	38.5	40.7
Location-1524	95866	7.9	26.0	45.2	13.8	46.7
Location-1525	86069	13.2	18.3	3.0	30.1	10.8
Location-1526	13208	2.6	14.6	5.2	13.4	29.9
Location-1527	25576	46.4	49.7	46.4	34.3	7.3
Location-1528	94112	34.3	31.1	30.3	40.3	39.9
Location-1529	54942	32.5	11.2	10.6	6.9	27.3
Location-153	92274	49.4	19.6	4.3	31.3	46.6
Location-1530	16108	38.9	29.0	36.8	47.0	23.4
Location-1531	28752	12.0	19.1	45.5	42.2	35.5
Location-1532	30831	34.1	10.2	43.9	37.2	48.9
Location-1533	52200	28.3	5.5	7.4	46.1	32.7
Location-1534	97999	39.9	1.3	25.0	34.4	44.6
Location-1535	80943	29.2	20.3	41.0	33.3	47.7
Location-1536	41765	47.8	38.0	16.7	32.6	33.0
Location-1537	14080	26.4	25.2	22.2	3.7	9.0
Location-1538	25845	31.7	29.1	48.7	33.3	49.8
Location-1539	50960	38.2	18.5	42.2	36.8	19.0
Location-154	23457	41.5	9.9	21.1	27.8	48.7
Location-1540	94573	10.0	45.9	8.2	44.4	17.5
Location-1541	48818	31.9	11.0	12.9	36.5	34.8
Location-1542	73040	11.1	20.4	19.6	29.5	37.0
Location-1543	69784	5.8	27.7	6.0	44.4	17.2
Location-1544	12421	24.1	45.9	44.8	39.1	26.9
Location-1545	41856	44.4	35.6	18.1	15.8	5.9
Location-1546	66671	43.1	8.8	35.6	45.3	16.3
Location-1547	28940	42.2	37.9	20.1	7.7	2.5
Location-1548	67755	15.3	45.0	2.3	31.2	18.0
Location-1549	63483	23.0	5.6	27.9	4.0	22.7
Location-155	42033	25.3	47.1	19.8	7.6	48.0
Location-1550	29383	45.5	1.1	21.2	23.3	43.0
Location-1551	90903	34.8	34.4	40.8	24.9	36.3
Location-1552	66429	43.9	15.1	10.7	32.9	21.9
Location-1553	82426	31.7	21.2	19.3	17.3	7.2
Location-1554	33274	36.4	31.5	41.9	16.9	23.3
Location-1555	57145	10.6	24.5	1.7	35.4	12.3
Location-1556	27771	20.5	25.1	6.7	7.4	6.0
Location-1557	27593	13.7	44.0	28.2	21.3	27.7
Location-1558	72316	22.5	1.4	6.4	29.6	30.4
Location-1559	28169	6.4	3.3	39.6	3.9	23.4
Location-156	83918	25.0	17.6	28.9	43.9	45.1
Location-1560	22609	28.7	27.3	32.3	10.1	6.9
Location-1561	90520	18.2	25.8	39.2	46.1	6.1
Location-1562	95011	17.7	47.3	9.1	42.2	3.3
Location-1563	25940	4.8	38.0	1.4	8.2	5.1
Location-1564	43569	21.7	12.2	16.4	46.0	5.7
Location-1565	66342	7.9	26.8	10.7	10.2	4.5
Location-1566	45907	46.3	14.6	40.7	36.4	6.2
Location-1567	22156	17.4	4.0	23.3	36.8	26.0
Location-1568	54253	38.5	14.3	18.8	17.2	24.7
Location-1569	65593	24.0	45.5	7.4	38.6	18.3
Location-157	68050	13.2	10.7	46.2	13.4	2.0
Location-1570	31694	36.1	46.1	46.8	4.8	44.7
Location-1571	53304	15.2	41.6	15.1	7.1	49.1
Location-1572	71918	20.0	34.0	1.1	29.4	7.6
Location-1573	54604	48.9	30.3	31.3	7.6	35.3
Location-1574	83266	2.5	15.3	44.8	18.0	17.8
Location-1575	15605	10.6	21.3	35.8	23.1	28.5
Location-1576	20778	38.5	42.7	14.9	12.1	36.9
Location-1577	94458	15.6	1.0	6.1	41.8	7.0
Location-1578	28060	49.9	45.9	5.1	35.6	4.8
Location-1579	27128	31.0	9.0	8.9	6.5	4.0
Location-158	24727	34.0	32.1	35.0	45.0	35.5
Location-1580	27692	12.5	38.2	23.4	41.4	40.6
Location-1581	33300	49.6	5.5	1.8	5.5	27.7
Location-1582	84844	3.5	20.0	46.7	12.9	29.4
Location-1583	88478	9.6	9.6	7.9	48.1	42.1
Location-1584	42490	45.3	6.4	8.1	14.7	3.1
Location-1585	88277	31.9	30.0	7.0	3.7	46.1
Location-1586	94394	41.2	11.8	48.0	36.6	11.0
Location-1587	62574	27.9	15.4	35.1	43.1	25.9
Location-1588	44921	21.3	17.6	35.1	15.3	7.4
Location-1589	87784	49.7	6.1	7.9	18.2	36.2
Location-159	73644	41.3	3.7	9.3	17.4	45.0
Location-1590	44826	22.7	43.1	4.3	21.6	12.3
Location-1591	12956	41.0	14.2	10.6	12.8	14.1
Location-1592	51230	28.4	18.0	20.6	14.8	42.0
Location-1593	61492	1.9	15.4	48.0	28.7	2.1
Location-1594	51797	26.0	30.8	23.9	25.5	4.3
Location-1595	95499	16.8	44.7	1.1	2.2	43.1
Location-1596	27364	8.0	15.8	38.1	6.8	49.8
Location-1597	62552	23.1	47.8	5.2	37.6	39.1
Location-1598	92889	21.0	32.8	31.2	45.7	32.9
Location-1599	38518	21.0	17.2	25.2	22.2	48.7
Location-16	63397	44.6	44.1	20.2	29.3	27.0
Location-160	71197	11.1	21.6	4.6	12.0	16.6
Location-1600	10860	11.8	48.9	26.2	2.4	34.3
Location-1601	45457	40.1	40.3	29.3	17.6	7.5
Location-1602	16328	11.0	27.7	48.4	31.1	28.2
Location-1603	31941	40.3	34.1	9.2	22.3	17.4
Location-1604	32155	7.7	49.9	2.7	47.2	48.3
Location-1605	64210	22.7	42.8	5.9	37.0	17.4
Location-1606	48918	34.5	6.1	44.0	3.4	40.5
Location-1607	48133	44.1	26.9	19.9	41.4	24.5
Location-1608	23557	36.5	20.9	17.6	44.8	18.2
Location-1609	77791	3.7	9.1	39.8	46.8	1.6
Location-161	77760	32.7	26.8	22.3	36.3	1.8
Location-1610	42724	23.0	9.0	27.4	14.5	31.4
Location-1611	95061	46.5	21.0	2.9	27.4	49.2
Location-1612	70242	49.7	49.3	15.9	10.6	12.7
Location-1613	28164	25.5	36.3	27.8	26.0	19.8
Location-1614	92575	46.9	41.7	27.3	34.7	43.4
Location-1615	19280	28.8	29.6	46.0	23.6	3.7
Location-1616	84097	6.8	36.4	15.9	26.0	4.5
Location-1617	95937	29.1	22.0	21.0	30.8	3.7
Location-1618	17558	7.4	21.4	31.4	27.3	39.8
Location-1619	92244	42.7	1.1	1.8	43.3	17.3
Location-162	13673	17.7	6.6	2.1	19.2	8.6
Location-1620	80779	35.5	27.3	24.7	10.7	39.2
Location-1621	88849	30.3	8.6	3.1	27.1	41.7
Location-1622	24335	21.3	43.0	32.9	4.5	41.4
Location-1623	34090	23.9	37.2	14.2	24.4	25.9
Location-1624	22636	12.6	18.1	31.6	46.0	28.7
Location-1625	89450	11.7	6.9	49.5	28.3	17.2
Location-1626	22429	42.1	7.8	15.7	2.0	36.8
Location-1627	71879	23.6	37.2	20.2	21.4	16.3
Location-1628	72683	44.6	8.7	46.8	25.0	33.3
Location-1629	94146	45.4	29.4	2.6	21.8	37.1
Location-163	68975	31.1	14.6	37.7	42.4	11.3
Location-1630	68497	41.9	24.2	44.8	32.2	35.7
Location-1631	27721	44.9	27.6	46.9	3.9	33.5
Location-1632	84771	6.7	23.1	27.7	20.8	18.7
Location-1633	31842	45.9	11.3	5.5	22.0	9.1
Location-1634	29332	16.9	33.1	49.1	7.5	19.1
Location-1635	96063	25.4	44.2	35.8	33.5	28.9
Location-1636	37349	3.0	31.7	21.1	14.2	40.2
Location-1637	44460	4.0	34.6	34.7	32.5	1.8
Location-1638	87464	2.0	2.6	42.1	43.4	22.5
Location-1639	66793	16.4	48.7	6.8	4.5	40.7
Location-164	38144	21.8	12.6	13.5	6.8	13.3
Location-1640	56280	47.6	27.3	42.9	16.3	36.4
Location-1641	87724	29.1	1.8	48.6	22.5	16.3
Location-1642	90198	47.7	48.8	44.1	30.3	39.3
Location-1643	17181	2.4	47.3	2.7	10.5	33.6
Location-1644	38574	33.2	42.8	42.5	26.7	29.4
Location-1645	52543	3.2	23.2	47.0	23.8	9.9
Location-1646	27977	33.1	40.2	49.0	14.5	42.0
Location-1647	69551	49.1	48.5	12.0	7.1	3.5
Location-1648	31254	28.6	15.9	30.0	37.1	16.1
Location-1649	32961	33.6	31.9	19.7	26.7	20.0
Location-165	74917	31.8	19.2	42.4	33.8	10.4
Location-1650	86103	49.4	21.9	2.9	46.5	34.6
Location-1651	58518	46.7	11.5	12.3	41.9	17.6
Location-1652	44671	3.1	47.3	39.7	30.2	23.0
Location-1653	85656	26.8	1.4	20.6	14.7	22.6
Location-1654	20817	16.9	8.7	34.2	42.5	40.5
Location-1655	40165	45.8	36.5	50.0	1.8	31.3
Location-1656	86924	25.6	3.9	9.9	18.6	1.5
Location-1657	65451	31.0	47.4	29.1	38.4	29.6
Location-1658	16068	42.5	13.0	16.6	39.7	25.0
Location-1659	20766	39.2	31.7	14.1	14.7	1.9
Location-166	33810	36.4	26.5	12.9	45.1	27.7
Location-1660	42159	35.9	49.9	42.0	29.5	22.0
Location-1661	64180	13.8	35.1	42.8	41.3	2.7
Location-1662	79629	44.0	39.3	4.0	41.0	25.4
Location-1663	99477	7.3	49.5	27.1	13.7	39.4
Location-1664	90778	47.6	29.6	30.1	48.6	30.6
Location-1665	35501	33.1	21.2	30.2	12.8	29.8
Location-1666	57643	34.3	19.2	47.7	29.6	28.9
Location-1667	92829	12.6	39.6	41.5	21.4	44.2
Location-1668	78747	40.9	30.1	40.0	26.6	25.8
Location-1669	71008	44.0	49.5	30.0	48.2	6.0
Location-167	17910	3.3	18.9	40.9	9.3	19.4
Location-1670	63891	38.5	27.1	28.2	6.3	4.6
Location-1671	34861	24.0	35.3	13.8	21.3	7.6
Location-1672	43851	8.8	32.0	21.3	20.6	30.8
Location-1673	49283	28.1	16.6	49.6	18.0	21.4
Location-1674	98635	19.6	44.8	48.8	33.9	16.5
Location-1675	89887	5.1	27.3	33.1	8.2	35.6
Location-1676	99101	10.3	43.3	7.9	30.1	15.6
Location-1677	23870	6.9	15.5	17.8	24.6	29.9
Location-1678	49050	45.5	25.7	9.9	37.4	26.2
Location-1679	45246	45.1	24.3	21.9	5.5	1.7
Location-168	94096	19.0	11.3	35.3	33.7	22.4
Location-1680	28699	2.3	2.5	36.6	40.7	22.7
Location-1681	14273	29.9	1.2	43.2	42.6	43.9
Location-1682	62203	21.7	47.6	26.7	19.9	44.7
Location-1683	39099	16.7	19.6	33.3	45.2	14.9
Location-1684	49611	28.4	15.2	18.3	17.7	7.3
Location-1685	92026	25.7	15.7	33.0	12.1	40.0
Location-1686	85883	46.3	31.7	27.0	42.3	5.2
Location-1687	26056	28.1	44.5	46.3	19.6	15.5
Location-1688	85847	2.1	33.8	46.0	38.1	30.3
Location-1689	35345	25.7	29.3	20.7	8.4	19.3
Location-169	82196	46.6	47.9	18.0	39.1	17.9
Location-1690	36171	45.7	36.2	16.8	41.9	29.2
Location-1691	32809	33.3	30.8	27.5	29.3	9.2
Location-1692	67420	2.1	8.4	15.6	40.0	45.9
Location-1693	46197	33.7	13.0	20.0	41.6	6.2
Location-1694	60388	27.9	22.0	21.5	34.7	31.7
Location-1695	25993	41.3	40.3	18.9	5.4	9.3
Location-1696	88546	18.7	45.1	8.4	25.5	13.6
Location-1697	46963	32.9	10.7	19.5	47.4	10.9
Location-1698	55360	14.1	5.3	49.2	2.6	4.4
Location-1699	60180	33.1	35.2	36.4	31.6	30.9
Location-17	47803	35.2	8.7	20.2	38.4	41.9
Location-170	70813	23.4	43.9	7.3	13.5	39.2
Location-1700	49667	6.6	45.6	8.9	6.6	27.0
Location-1701	74338	22.4	8.5	30.1	14.7	27.0
Location-1702	95771	44.8	37.6	28.8	6.4	14.5
Location-1703	50597	4.7	42.7	1.3	32.4	37.3
Location-1704	69417	31.1	6.8	18.0	20.7	14.1
Location-1705	70536	35.5	33.8	31.0	7.2	20.1
Location-1706	88678	28.6	10.4	32.3	29.8	49.6
Location-1707	77771	40.2	34.9	36.7	30.8	45.7
Location-1708	31358	37.9	1.9	10.3	37.4	45.7
Location-1709	96665	16.6	27.7	26.5	36.4	24.5
Location-171	27365	9.2	41.4	32.5	22.6	47.0
Location-1710	39956	35.1	18.6	46.8	26.2	29.9
Location-1711	23451	10.8	10.4	42.9	48.3	22.8
Location-1712	37377	3.9	17.2	33.5	47.1	5.3
Location-1713	64778	1.7	13.6	35.6	10.0	28.3
Location-1714	87032	5.2	19.8	43.6	49.0	18.5
Location-1715	66307	16.6	31.0	28.1	25.8	25.3
Location-1716	73592	3.0	6.3	18.8	26.8	45.4
Location-1717	41764	22.6	19.6	48.7	5.2	42.2
Location-1718	95264	28.6	29.6	17.8	30.7	18.4
Location-1719	70581	10.5	30.0	32.8	6.4	42.1
Location-172	55061	15.9	1.8	48.1	28.9	22.7
Location-1720	96138	7.0	25.7	26.5	9.0	47.4
Location-1721	75798	9.9	7.6	37.1	28.7	3.6
Location-1722	46899	1.6	37.1	26.7	15.3	17.1
Location-1723	18654	32.3	16.2	17.7	29.6	17.0
Location-1724	98413	39.4	24.3	42.3	17.4	7.0
Location-1725	41994	11.2	32.5	15.1	32.5	37.8
Location-1726	41640	2.3	39.2	19.2	6.3	28.5
Location-1727	53285	47.3	49.0	25.3	37.0	12.6
Location-1728	34481	21.5	21.1	20.9	1.7	32.9
Location-1729	78027	34.4	29.6	35.3	5.1	19.3
Location-173	31777	21.4	47.3	3.6	16.2	41.7
Location-1730	43282	40.7	32.7	42.6	5.7	47.9
Location-1731	93982	13.5	38.7	43.7	40.3	31.0
Location-1732	32289	28.4	28.0	24.8	49.2	24.2
Location-1733	30281	26.4	1.8	48.8	45.1	14.4
Location-1734	54226	11.7	38.6	8.3	44.6	43.4
Location-1735	45819	13.1	7.1	37.7	40.1	1.6
Location-1736	86708	41.0	2.9	31.5	48.5	5.2
Location-1737	11393	44.5	24.6	16.9	12.9	47.2
Location-1738	16225	3.3	27.5	26.4	41.6	20.1
Location-1739	75674	5.6	11.7	40.0	2.9	17.8
Location-174	59049	17.6	38.3	26.3	4.4	40.6
Location-1740	39920	23.3	4.4	49.3	16.1	26.8
Location-1741	23493	5.1	31.6	20.7	44.8	37.6
Location-1742	58301	15.2	49.2	6.3	28.5	15.1
Location-1743	61924	27.5	44.5	18.0	47.7	25.9
Location-1744	58710	17.7	14.2	41.4	27.9	35.9
Location-1745	29170	16.0	47.3	5.4	13.3	2.0
Location-1746	86569	26.8	4.4	36.0	13.2	4.6
Location-1747	49745	42.2	29.0	41.7	8.7	33.7
Location-1748	38921	38.1	39.7	9.4	21.1	15.4
Location-1749	57153	10.0	7.8	32.0	44.4	6.7
Location-175	72893	1.6	39.0	14.4	12.3	24.5
Location-1750	81861	33.3	16.2	25.1	29.0	35.2
Location-1751	19237	40.0	17.0	2.2	26.3	3.6
Location-1752	30495	19.7	17.5	37.8	2.6	22.7
Location-1753	19729	46.1	17.2	9.7	47.2	5.6
Location-1754	61366	43.9	16.4	31.6	32.5	2.2
Location-1755	58613	1.2	47.8	2.1	29.7	47.6
Location-1756	48968	37.4	3.8	27.1	27.9	8.7
Location-1757	99046	13.7	41.6	17.6	44.1	32.2
Location-1758	81386	11.2	24.4	31.6	4.8	43.4
Location-1759	72137	13.2	44.0	27.1	3.4	8.2
Location-1760	85792	6.8	1.8	5.4	3.3	41.5
Location-1761	77395	27.9	9.7	5.0	11.0	22.4
Location-1762	44471	33.4	22.6	46.5	19.3	8.7
Location-1763	85307	20.7	20.5	47.1	33.9	29.0
Location-1764	42789	5.1	39.6	37.1	40.0	27.1
Location-1765	11469	32.7	31.7	5.1	17.4	25.7
Location-1766	68308	34.8	26.6	37.3	29.5	29.5
Location-1767	30448	5.5	24.7	29.7	12.1	29.9
Location-1768	39800	34.6	16.9	45.5	46.6	32.8
Location-1769	60605	18.4	15.4	13.6	25.0	7.4
Location-177	13305	21.5	44.9	28.4	4.5	11.8
Location-1770	25902	42.4	33.6	23.3	28.3	17.6
Location-1771	55872	17.3	9.8	42.4	10.5	32.1
Location-1772	27134	42.5	20.7	7.4	38.0	33.4
Location-1773	28535	41.7	16.5	17.3	24.2	4.4
Location-1774	51539	30.2	47.9	23.1	5.1	28.6
Location-1775	15670	17.4	25.8	8.4	37.3	45.7
Location-1776	51724	40.4	29.8	5.7	35.3	16.8
Location-1777	12742	27.7	37.3	14.8	25.6	49.1
Location-1778	32284	6.0	1.5	12.8	24.0	29.8
Location-1779	47627	15.2	7.8	19.5	14.4	9.4
Location-178	31451	5.1	45.8	21.3	11.9	9.2
Location-1780	37698	19.1	20.8	44.8	35.3	18.5
Location-1781	78225	13.9	9.1	24.8	42.8	10.9
Location-1782	88995	24.6	30.7	44.3	5.7	34.2
Location-1783	19417	19.1	3.4	42.8	26.1	26.8
Location-1784	99960	19.9	45.2	42.8	13.9	27.0
Location-1785	27394	27.6	1.4	4.0	34.0	40.4
Location-1786	14244	4.2	31.4	49.2	27.9	31.5
Location-1787	52591	28.3	39.3	2.8	35.2	47.7
Location-1788	72264	17.6	17.3	27.3	28.4	28.8
Location-1789	28569	18.0	21.6	18.6	2.8	17.3
Location-179	18373	42.8	25.4	30.1	45.8	21.5
Location-1790	30068	4.1	26.7	37.8	38.1	25.1
Location-1791	57176	41.1	36.6	23.3	27.8	5.9
Location-1792	51735	29.9	43.5	42.3	37.5	30.5
Location-1793	85973	20.8	31.7	25.8	48.9	4.5
Location-1794	38326	15.1	11.4	22.6	19.0	23.1
Location-1795	29676	32.0	36.8	39.3	44.3	2.4
Location-1796	27456	21.1	20.5	41.7	12.8	41.3
Location-1797	62415	3.3	2.4	49.1	17.7	35.5
Location-1798	38320	37.7	7.8	22.3	31.1	3.5
Location-1799	82122	8.8	21.5	21.2	33.0	24.0
Location-18	41807	19.9	6.7	7.2	30.5	10.1
Location-180	54096	10.3	17.0	44.8	46.6	46.8
Location-1800	53043	15.6	25.5	33.4	17.8	25.2
Location-1801	91786	18.6	22.8	38.9	14.6	10.3
Location-1803	42674	47.6	28.0	19.2	22.6	39.3
Location-1804	18948	19.3	9.7	21.2	8.9	34.7
Location-1805	40899	15.6	45.5	2.3	37.5	5.6
Location-1806	45550	39.3	19.0	6.4	47.8	11.4
Location-1807	90052	6.1	35.8	38.5	25.2	1.6
Location-1808	58389	47.3	36.1	41.2	35.9	47.0
Location-1809	16050	24.3	33.3	44.1	36.9	42.7
Location-181	39593	13.7	12.1	15.1	14.5	38.3
Location-1810	59489	41.4	12.4	4.4	44.4	2.6
Location-1811	90645	8.9	5.7	44.2	49.0	20.4
Location-1812	28705	11.9	45.7	40.0	22.9	1.8
Location-1813	29106	10.2	12.4	3.6	49.1	10.8
Location-1814	52587	8.4	41.2	19.4	14.9	8.0
Location-1815	66054	43.7	28.4	45.7	23.8	30.0
Location-1816	39858	26.2	20.8	45.7	38.8	30.9
Location-1817	10684	30.4	19.9	14.8	49.4	34.6
Location-1818	12749	26.1	32.6	7.4	44.9	14.3
Location-1819	28113	38.6	24.1	24.6	38.9	22.3
Location-182	78255	7.8	32.4	16.6	5.6	37.4
Location-1820	38214	13.8	41.0	42.4	47.6	6.7
Location-1821	32848	21.6	38.6	34.7	39.3	13.2
Location-1822	78661	49.9	37.9	21.7	15.9	25.1
Location-1823	62925	33.0	33.2	25.3	38.8	29.2
Location-1824	41637	47.8	29.4	48.0	17.3	26.0
Location-1825	78191	47.6	8.5	26.4	34.3	40.4
Location-1826	99447	21.2	48.2	50.0	24.0	24.1
Location-1827	21829	18.2	46.1	40.4	32.3	27.5
Location-1828	30748	19.7	33.6	14.4	49.1	8.9
Location-1829	34707	30.4	44.9	20.9	33.2	26.7
Location-183	21290	10.8	3.0	29.1	3.2	25.9
Location-1830	29466	49.0	9.9	2.1	4.0	25.7
Location-1831	17605	22.7	7.0	21.0	18.7	40.9
Location-1832	63208	15.2	11.5	17.1	14.9	30.8
Location-1834	59661	16.2	10.6	20.7	11.5	6.5
Location-1835	93230	23.0	20.0	41.6	49.7	42.2
Location-1836	43396	38.2	9.5	16.0	19.1	3.7
Location-1837	58056	35.4	19.6	27.5	36.5	48.6
Location-1838	30633	31.1	30.7	30.6	35.1	31.6
Location-1839	67329	5.9	40.9	1.3	3.4	27.7
Location-184	29079	48.2	37.1	28.2	22.5	14.2
Location-1840	89355	41.9	26.1	3.3	7.0	8.7
Location-1841	78877	36.1	30.8	31.5	24.5	48.8
Location-1842	14128	46.0	4.5	32.4	20.6	30.2
Location-1843	32588	5.7	42.6	48.8	44.6	29.8
Location-1844	46830	38.8	21.7	49.9	40.9	8.1
Location-1845	75399	9.4	46.4	25.0	14.2	30.8
Location-1846	21723	28.5	1.5	14.6	33.2	9.3
Location-1847	28038	49.4	29.9	17.1	22.1	48.4
Location-1848	45335	26.1	25.5	5.5	36.0	38.0
Location-1849	57136	14.4	3.3	18.8	42.0	1.4
Location-185	69144	46.2	33.6	28.9	30.8	38.4
Location-1850	46301	26.7	13.5	43.5	5.1	11.8
Location-1851	43184	3.1	34.4	9.1	29.4	39.8
Location-1852	92488	37.2	32.9	23.9	1.9	19.5
Location-1853	26595	21.7	47.2	43.0	22.3	6.2
Location-1854	39549	24.2	16.9	28.5	20.4	36.4
Location-1855	60084	29.0	9.4	48.1	45.5	46.9
Location-1856	26139	18.2	47.3	20.7	34.0	34.4
Location-1857	18655	40.2	11.4	44.3	13.7	11.0
Location-1858	86958	46.1	36.8	42.4	27.0	45.7
Location-1859	49465	30.9	11.9	2.8	25.9	15.6
Location-186	99507	6.5	15.3	44.2	34.4	34.5
Location-1861	25092	43.2	38.2	24.6	38.3	9.2
Location-1862	45854	10.4	17.8	47.5	23.6	35.1
Location-1863	55960	42.9	19.1	24.7	38.0	34.9
Location-1864	66161	44.1	19.7	3.7	8.9	45.3
Location-1865	67716	24.5	1.8	12.5	6.9	20.5
Location-1866	19214	42.3	16.2	8.4	45.0	14.3
Location-1867	50975	34.7	16.3	22.5	26.3	8.3
Location-1868	97085	42.4	49.3	27.4	17.0	15.3
Location-187	82508	27.4	10.5	49.1	10.7	11.4
Location-1870	44391	32.0	4.3	37.5	46.1	23.3
Location-1871	69157	39.0	2.4	9.9	6.2	38.0
Location-1872	59786	27.0	2.8	28.9	44.9	39.7
Location-1873	44427	14.6	34.3	41.1	15.4	40.4
Location-1874	58689	7.8	23.8	49.9	41.7	34.9
Location-1875	12304	47.0	20.0	42.5	14.2	2.0
Location-1876	67988	15.9	18.3	15.5	47.1	16.8
Location-1877	74549	17.2	26.4	4.3	30.4	40.3
Location-1878	83080	2.8	45.1	41.5	5.7	37.4
Location-1879	41852	42.2	34.3	15.9	18.1	41.7
Location-188	80851	1.8	25.6	29.3	44.6	4.3
Location-1880	74487	8.4	24.2	19.7	49.8	28.3
Location-1881	64933	24.1	18.4	42.5	34.1	46.6
Location-1882	58675	26.1	20.1	26.6	26.2	4.4
Location-1883	94997	44.9	11.9	41.2	31.2	34.2
Location-1884	16693	32.6	34.6	18.5	26.9	10.6
Location-1885	83540	17.7	34.3	28.7	45.6	40.8
Location-1886	27334	38.1	27.1	47.0	40.3	11.8
Location-1887	96510	21.6	47.0	5.8	22.5	17.9
